question,intent,source,id
"How relevant a PhD that takes >8 years would be, specially in STEM fields?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23193
Academic postdoc: Interview process time insights,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),141
Can a research statement contain research interests which are not concrete?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),22122
Professor sleeps in class and makes cheating easy,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16268
Do I cite the article or the article's sources?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7652
Is there any difference between PhD and D.Tech?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20051
Should I email my professor about a recommendation letter if he has offered me a job?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23341
strategies to secure more independence in a postdoctoral position?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),6825
How to make citation for a new paper in arxiv?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15562
Applying to PhD programs as a Masters student with no Internship experience,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),364
What are paths that physics majors/PhDs can follow?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33045
How do the completion of online courses impact a Master's application?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2668
"As a referee, is it appropiate to ask for further details on a model extracted from another work?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19409
"How important is it to tailor personal statements to different departments, in mathematics?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30542
Published paper not showing up on google scholar,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25719
Reputation of 1 Year Master's in Comp. Sc. in the UK,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),13532
"Origin of public defense of thesis - An article on Martin Luther's ""Ninety-Five Theses"" indicates that he posted the document on the church door according to ""university custom""",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31300
An assessment system to indicate the outcome of completing an online course,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8933
Doing two PhDs one from Electrical Engineering and other from Theoretical Physics,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14476
Publishing an 'ok paper' to arxiv - I worked on an interesting project as a PHD student. It was rejected from a top conference with all but 1 reviewer agreeing that it was an o,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),18759
Is it impolite to ask to which journal a preprint was submitted?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),29627
What to do if the data in a paper you are reviewing is copied from another paper of the same authors which is supposed to be a different device?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),18291
"Should I list my degrees chronologically, or in order of relevance in my CV?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1387
"Which is better for PhD application: research-based BS thesis somewhat related to interests, or extra courses + standard thesis in area of interest?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15832
"Electronic recommendation letter tips - Is it possible the recommendation letter be sent directly to the recruiter by the person who writes it?   Also, does the letter needs to be",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7203
How can I apply a Computer Science degree towards a career in a research-related position of another field?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4832
Mentioning Professors in math PhD applications,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),18599
Advice on what to do before applying to Grad School in CS,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8931
How to proceed when a required math class is preventing me from graduation?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15077
My paper has not been published because I did not show up for the conference presentation,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),6037
Why do some professors with PhDs leave their professorships to teach high school?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21079
How to avoid plagiarism when working on an idea not developed from a student who quit the PhD program?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33193
Letters of Recommendation when applying afresh to a new PhD program,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),28416
Counter strategy against group that repeatedly does strategic self-citations and ignores other relevant research,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27353
Masters Degree in CS with Bachelors in Informatics,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),22920
How best to present long equations in two-column papers?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8080
Fair use: Instructor sharing notes from textbooks,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),11100
Good online resources for teaching students how to write a research paper,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27367
"When publishing, should every author officially sign off on the final work?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1958
What to do when you are a promised a research-based research associate role but are required to act in an IT support role?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27817
